Commit_Hash,bug,prediction_prob,threshold,pred,TP,FN,Changed_method_sig,Changed_func_args,Added_func_calls,Changed_condi,Added_var,Added_if,Added_loop,Added_newfunc,Filecount,Editcount,MultilineCommentscount,FilesOnlyChangedCommentsCount,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg
88f9bbb6e643472f9218ea88e19afc57ffab025b,0,0.033978149,0.15037185,0,0,0,N,N,N,Y,Y,Y,N,N,1,10,0,0,39,39,3,3
d4a7eabec0efc22c568d476b2237367d51a5025f,0,0.113678865,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,4,9,0,0,1,0.25,37,9.25
5719974e59a7c6559842dd4b9069948aa7120754,0,0.125675544,0.15037185,0,0,0,N,N,N,N,N,N,N,N,4,16,0,0,0,0,12,3
0ff9373de6e11d7040b6b289cb3239a9ee9a924d,0,0.032408021,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,1,6,0,0,0,0,8,8
b22bc5d4356d118be35d4ab9bf2294cea090c82b,0,0.18586643,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,3,4,0,0,49,16.33333333,19,6.333333333
8bc02a7fbeaf2e0c8bccbaad52f41d026c1bbf40,0,0.425756544,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,26,857,114,0,135,5.192307692,245,9.423076923
c36ddaf930ba309be3c127dc1836f28a8ab97c5d,0,0.147152111,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,2,24,4,0,1,0.5,50,25
47e51e7521784f6a2edcfbf71a9aac0237e76e42,0,0.153535351,0.15037185,1,0,0,N,N,N,N,Y,N,N,N,2,11,0,0,2,1,34,17
2a762867b2c5b67c5790d70e94c801d7d2f3f00c,0,0.167014256,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,5,56,0,0,14,2.8,60,12
9b0ccf6125809a5a568926101a04b52ed69a269d,0,0.031912141,0.15037185,0,0,0,Y,N,N,N,N,N,N,N,1,10,0,0,1,1,14,14
762cc5d830d0eb46a59673ce13a94435035af5dc,1,0.289596587,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,9,567,8,0,5,0.555555556,42,4.666666667
f614a7ddf57a2a4c30d9410671622caca6f4e434,0,0.166465476,0.15037185,1,0,0,Y,N,N,N,N,N,N,N,4,118,10,,0,0,0,0
34b30b595f95eeab929166c5729a6923d5ff97a5,0,0.106133997,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,4,0,0,1,0.5,27,13.5
26b98b7b51bb21b96cdc2c77443096f4b015b8e5,0,0.024382431,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,3,0,0,4,4,17,17
c3b4f24883c04cd139292ecf9cee31cff43e3973,0,0.020425849,0.15037185,0,0,0,Y,N,N,N,N,N,N,N,1,12,0,0,0,0,5,5
5586fc3973367bc2f702441bf368a6fc2b785670,0,0.354100138,0.15037185,1,0,0,Y,N,Y,Y,Y,N,N,Y,20,1232,154,0,7,0.35,3,0.15
4fdd180b5ad0447d729236104014949dd44649d4,0,0.147753417,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,3,111,16,0,2,0.666666667,4,1.333333333
d53fac12cd0540fac1bf42e70b6ae70b4fcc0620,0,0.027998103,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,0
62d872e4cf0186f59c7902a396e2ee7a3154cbf4,1,0.259740263,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,5,1434,21,0,14,2.8,41,8.2
f691ebe03916a78cbf18017d628a28b17f147700,0,0.181370646,0.15037185,1,0,0,N,N,N,N,Y,N,N,N,3,13,0,0,3,1,63,21
56d6f9ce860904c178ff63ab335185030b9175a5,0,0.030399341,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,3,0,0,0,0,4,4
e63d30fc6bd4d89b4d394fcfeabb592cbe26881d,0,0.032000847,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,10,2,0,7,7,0,0
9f8cb33557ecc7c0a832610e913a56a8b8e6c524,0,0.157583475,0.15037185,1,0,0,Y,N,Y,N,Y,N,N,Y,4,88,0,0,1,0.25,41,10.25
a1b8a10c569ae460a3abd86019d86c759ab6ab20,1,0.183943808,0.15037185,1,1,0,Y,N,Y,N,Y,N,N,Y,4,42,0,0,6,1.5,48,12
193d6997276d3efcfaf99e5fcca1354c8c8c4670,0,0.421998948,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,26,323,17,0,3,0.115384615,12,0.461538462
d4c3047ba4d46b3b6fe56940832e6e1142c2e441,0,0.384762257,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,30,818,38,0,40,1.333333333,84,2.8
0c9b8205db18c6407f3e95d9a9c29236bc0ba0b4,0,0.171560928,0.15037185,1,0,0,Y,N,N,Y,N,N,N,N,7,1406,311,0,0,0,0,0
f3076fea667c3eef4746440b4b80e9d0603ef3a6,0,0.05765273,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,2,35,0,0,1,0.5,46,23
e222585c98b2176a2e8a8b0ba2cac901491764d1,0,0.030441429,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,1,1,0,0,1,1,0,0
1eb3c693b5f6f3f301047100c36c7915434f8be7,0,0.022514725,0.15037185,0,0,0,N,N,N,N,Y,Y,N,N,1,2,0,0,2,2,5,5
edd17eae6ab9101f8d780ced3b01b8eec8c663e1,0,0.15037185,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,2,97,0,0,7,3.5,26,13
19e553e1deeb8939decd1ed9554a3c6eb6770386,0,0.038222678,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,1,2,0,0,8,8,23,23
d6f50e8476feb3c76db485fa033d0b1c22ee024d,0,0.034096882,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,1,1,29,29
688e05d4b000e7cbfdfa1097287a0ff398e02780,0,0.039785188,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,8,0,0,1,1,48,48
79553f339bff5ce49458bfdd1b4905f0907216eb,0,0.019717179,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,3,0,0,20,20,4,4
f6d384d7a2df5ba603bf7862853e9cb9fc70fcb4,0,0.0379331,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,1,0,0,1,1,23,23
eed599ddd275dcb89275bf831550730d927e2b03,0,0.020396406,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,3,0,0,8,8,1,1
7da3d24f8ad0a5cb03c6e310a3f0d176a8476423,1,0.121218793,0.15037185,0,0,1,Y,N,Y,N,Y,N,N,Y,2,34,5,0,1,0.5,31,15.5
b98704e80b030f3a7db60cf244e29521008e94f2,1,0.256743252,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,4,34,1,0,3,0.75,37,9.25
8372bbac08b296f632e5b743e3419d721b7abec1,0,0.032526985,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,1,4,0,0,5,5,56,56
c1c19b11792e8e220b11466051739ea5b4279a7a,0,0.098034389,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,2,6,0,0,13,6.5,38,19
c1827a074654d2e8d07e93945fa605ad3b6c18fb,0,0.086821929,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,2,51,4,0,0,0,41,20.5
c63e0465d047413b71dd616249bbbe2efddbf0f9,0,0.053252671,0.15037185,0,0,0,Y,N,Y,N,Y,Y,N,Y,2,22,0,0,3,1.5,16,8
aa85a97ca2dcb06996ed133d864705f1dca722b1,0,0.100923717,0.15037185,0,0,0,Y,N,Y,Y,Y,N,N,Y,2,72,0,0,15,7.5,23,11.5
6b7182d8e2b9f21959222305a21cd1174ac963bc,0,0.141703248,0.15037185,0,0,0,N,N,N,N,N,N,N,N,3,8,0,0,8,2.666666667,14,4.666666667
d82f4f6a7cca24fa4069d3cde029f1ad798736c1,0,0.022594444,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,1,0,0,0,0,4,4
bcb30fcc6675473a08c0e97eaec5fd8f15e0fb72,0,0.029019019,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,1,9,0,0,8,8,23,23
a79aa79b2ae1222bd8776cde10bebeefc6bc8791,0,0.17109561,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,5,84,0,0,27,5.4,20,4
976de09b55b865f7f4cb9013e9546b430063023e,0,0.228017375,0.15037185,1,0,0,Y,N,Y,Y,Y,N,N,Y,3,37,0,0,45,15,46,15.33333333
4b8bbe572840a602719494e406b9a07febca3a6a,1,0.038182292,0.15037185,0,0,1,Y,N,Y,N,Y,N,Y,Y,1,142,7,0,0,0,15,15
fce952e8fac921ef952941dcbcfebd6fe82077d1,0,0.018612532,0.15037185,0,0,0,N,N,N,Y,N,N,N,N,1,7,0,0,2,2,19,19
84dcf114056f570632cefb17eda5949243418ef0,0,0.01823996,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,1,0,0,4,4,21,21
dd143a619900792a0563b9ac4fe1f78197291d94,0,0.093829527,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,N,Y,2,18,0,0,6,3,19,9.5
f342f25807442f0243011ba5fa331aacb013bcaf,0,0.030785423,0.15037185,0,0,0,Y,N,N,Y,N,N,N,N,1,14,0,0,1,1,19,19
6925bd7e00d5c39d20450bcf41e848435b6d9830,1,0.144253731,0.15037185,0,0,1,Y,N,Y,Y,Y,Y,N,Y,5,206,6,0,6,1.2,57,11.4
9c8f37e6c4b28a2f5be836b43147e6dfb8518255,0,0.131201968,0.15037185,0,0,0,Y,N,N,Y,N,N,Y,N,5,240,50,0,6,1.2,8,1.6
4605dff64fb2fac764e58baf397f2e6811216ec4,0,0.199701428,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,6,260,0,0,10,1.666666667,55,9.166666667
20ea05f5d230d1bf9e70c9cc79a1089c2e4595df,0,0.322791666,0.15037185,1,0,0,N,N,N,N,N,N,N,N,13,19,0,2,25,1.666666667,51,3.4
a5a88c7ed30deea47a4e1f63bb29523bc0af36d0,0,0.366048723,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,14,2565,21,0,72,5.142857143,95,6.785714286
50da460869661ba63971a17c9c1b514bf22874a2,0,0.238060087,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,4,38,0,0,2,0.5,34,8.5
f1b9ac5a542a3125d757094fccda80c80c6dd420,1,0.19352974,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,5,129,2,0,22,4.4,67,13.4
fb9886b903434321e62373cb4c11ba014921e4df,1,0.209738776,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,3,273,25,0,161,53.66666667,24,8
3dbaa356b9d0af75f5a4102d3e881ca803c895e2,0,0.206801981,0.15037185,1,0,0,Y,N,Y,N,Y,N,N,Y,4,32,0,0,36,9,37,9.25
bffaf03a81b2402b83c62f4effb9dfb7f6588148,0,0.03159333,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,15,0,0,0,0,4,4
d6f84ff74af297877e65ca395856477cf6eb5ad6,0,0.060215641,0.15037185,0,0,0,Y,N,Y,Y,Y,N,N,Y,2,8,7,0,0,0,0,0
fc914f66502ee066f41780e10b0e659334ffd060,1,0.292506933,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,3,121,18,0,1,0.333333333,29,9.666666667
c15a794a832e0453075d363df949684c0fb86657,0,0.108605839,0.15037185,0,0,0,Y,N,Y,Y,Y,N,N,Y,2,17,0,0,3,1.5,46,23
804c936667151cdea9b499dd768adcfd7ae20c1f,0,0.290128082,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,9,197,26,0,28,3.111111111,37,4.111111111
ea172068114cccb820f1c633b41380a83caaf778,1,0.229756922,0.15037185,1,1,0,Y,N,Y,N,Y,N,N,N,6,27,0,0,45,7.5,66,11
2afff147c45f97a0809db40ad072332fb37ccd8d,1,0.110267207,0.15037185,0,0,1,Y,N,Y,Y,Y,Y,Y,Y,2,78,6,0,8,4,22,11
9463f6f1a59d2b47edefbf9710b31cde85c9983d,0,0.105117269,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,3,108,31,0,1,0.333333333,5,1.666666667
5a8e67be491a2b4897c01aeccd584381f74bc294,1,0.26387319,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,6,88,1,0,38,6.333333333,28,4.666666667
abc129701d0271e7838285403a662ce872479c63,0,0.032098617,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,N,Y,1,45,0,0,0,0,15,15
07a8751f799ede6b3d4868d8268148f21e17a47a,0,0.112683676,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,6,0,0,4,2,23,11.5
1b5730b42c6306e26ec5e803f3e349b203756ba8,0,0.112718694,0.15037185,0,0,0,Y,N,Y,N,Y,Y,Y,Y,2,87,4,0,1,0.5,19,9.5
7f814639eff66cf82fff466cec766987dcd4b51e,0,0.02569217,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,4,0,0,1,1,18,18
073aa8104c30f61e5366cef5be644e3bc325c626,1,0.251394093,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,4,979,26,0,9,2.25,61,15.25
f8de8c4450ab0d8483ccfcfcca48e21fea71c637,0,0.338175416,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,35,1740,47,0,75,2.142857143,181,5.171428571
3bce16abeef451539b2164a0695857f4037a5af8,0,0.099055007,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,4,36,0,0,6,1.5,46,11.5
4081f4392096a3f96f630a9e54bd1a0c312f3d7e,0,0.028431945,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,45,0,0,1,1,20,20
102c917be984079e53e729cc50554c96ba24f248,0,0.173184961,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,3,34,0,0,4,1.333333333,11,3.666666667
d518c8f39ef7b39cf4508c41e163d1cc89a5571d,0,0.023130106,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,1,105,0,0,0,0,14,14
ea29aebf7ca7f3843579d5d860d31723bd04af57,0,0.039787535,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,14,14,10,10
21bf6f7e4945bc7e8c303273ad10c28b6cfc8b08,0,0.028137635,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,5,0,0,22,22,10,10
99886025986b92aa3beb7666f5d9fc4851e6a591,0,0.086138174,0.15037185,0,0,0,Y,N,N,Y,Y,Y,N,Y,2,100,3,0,24,12,11,5.5
7ae701120a8940997bc4f04ea513f2b3c7e65f09,0,0.181824207,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,4,211,14,0,0,0,0,0
60c7607a91547efdd076d454d3a699bce2a0aab2,1,0.34750089,0.15037185,1,1,0,Y,N,Y,N,Y,Y,N,Y,8,36,0,0,30,3.75,56,7
04a1834dc42fdb6fe19d5115ec6705ebb897aa03,0,0.044393588,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,6,0,0,4,4,68,68
fe09214372f199d4cfbff76aabf76470543c26f2,0,0.201260686,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,4,59,0,0,26,6.5,25,6.25
92b25faf91c6a8b6df221d40cc6a52c2cab35665,1,0.17807962,0.15037185,1,1,0,N,N,N,N,N,N,N,N,36,95,0,0,45,1.25,443,12.30555556
953decea071ac80cc1c2e1d1411e372c7e85dbd0,1,0.172233209,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,5,479,26,0,1,0.2,19,3.8
bf1b5b88792ce0505c8ea8b6b50cff1970ce42c5,0,0.034690462,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,4,0,0,0,0,10,10
5c0fc495ffcb0f40294f39f3706648484cf00be0,0,0.044361014,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,4,0,0,3,1.5,7,3.5
de4b5a2bba57cbd5294fb6f9527d64b8eeddf901,1,0.131828219,0.15037185,0,0,1,Y,N,Y,Y,Y,Y,N,Y,2,63,0,0,4,2,22,11
bc4c382f115c50fae1e00a64ec12869a29e34460,1,0.032623857,0.15037185,0,0,1,Y,N,N,Y,Y,Y,N,N,1,6,0,0,0,0,27,27
005879ee07c9c02de9d8c47215600f1d36afa41b,0,0.185912445,0.15037185,1,0,0,N,N,N,N,N,N,N,N,13,0,0,0,7,0.538461538,65,5
d2c99f080ad2ee03c380b58b9fbac51cf16a57eb,0,0.096022971,0.15037185,0,0,0,Y,N,Y,N,Y,Y,N,Y,2,15,0,0,44,22,12,6
a5c101da4bd6371fdc116690ef0c354868a571b0,0,0.246181324,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,6,200,12,0,46,7.666666667,87,14.5
5634c34f2d4e6a482e42395f6b0fc24a35ecfa61,0,0.028646352,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,9,0,0,8,8,4,4
e4b3874ff15b491ad02627afc00c0fc92f2eccc3,0,0.079534091,0.15037185,0,0,0,N,N,N,N,N,N,N,N,4,5,0,0,23,5.75,24,6
58cc80a2a883a13120eadd487b55b5c3b683b5b6,0,0.167445391,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,4,53,0,0,57,14.25,118,29.5
475b4a18432908c7f128a7dc88dbe652670669bd,0,0.124529853,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,13,0,0,0,0,8,4
f164a60f15ea042b04b250ffc2001beda4f3e4bc,0,0.366653532,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,17,292,16,0,17,1,95,5.588235294
17924af7a8b9097bdc7a9082eb99819514498d0a,1,0.199728608,0.15037185,1,1,0,Y,N,Y,N,Y,N,N,Y,5,95,0,0,4,0.8,72,14.4
ff7623f3c9e34a30ebff213fe19c775b1848eb2a,0,0.262284845,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,20,764,6,0,25,1.25,103,5.15
bf8bf46cbbe7428c9a12886604fe5aa10019aaec,0,0.108952731,0.15037185,0,0,0,Y,N,Y,N,Y,Y,N,Y,2,25,5,0,1,0.5,40,20
1187aa490004ee12ad76f99c04595ea75e7aef15,0,0.019479331,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,1,1,2,2
fbc6b991a79a147bf1411b643f5c304062e5956a,0,0.242674381,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,5,136,5,0,18,3.6,34,6.8
93ee2838a2937e346e78c2e3ee21f5fed478d66f,0,0.132476687,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,2,23,2,0,2,1,23,11.5
f78b0f9b054ef4af992613c718df65e4aeb8ebea,0,0.217420176,0.15037185,1,0,0,Y,N,N,N,Y,N,N,N,17,53,5,0,45,2.647058824,190,11.17647059
f23a8a74b0c5d540d9b96678d53ef8c557630876,1,0.351366371,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,13,319,51,0,7,0.538461538,29,2.230769231
4559a5f381082dba30bb535b69deeb09135da680,0,0.175491422,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,5,177,0,0,10,2,39,7.8
7dcaeecfd51065cda93d2c88a24ba330efac6f73,1,0.097361542,0.15037185,0,0,1,Y,N,N,N,Y,N,N,N,2,41,0,0,8,4,9,4.5
2d9e479eb3d5dd3d957fdbccf6d7fd3f5d82ad34,0,0.396467328,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,17,1385,27,0,31,1.823529412,146,8.588235294
5019749dc8d967c62591dc2776a004d887d10619,0,0.198075265,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,46,519,0,0,284,6.173913043,455,9.891304348
3d9e183d596c806527008f6eb15edc9d249cb3c0,0,0.077889785,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,2,17,0,0,1,0.5,29,14.5
4ee4e75321cc163c9f5a9e0d3e159211357ca3a0,0,0.023372855,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,8,0,0,1,1,30,30
d0c5befd00f142b2f4a046655246e047cfdc819c,0,0.079429239,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,2,43,0,0,0,0,29,14.5
477dac0373b5e84c71365d7a71b9cc41aafcb491,0,0.043543041,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,7,0,0,5,5,56,56
f77ed34d097ffaa98b44fad2a39b12c938122596,0,0.038878053,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,10,0,0,2,1,19,9.5
74f0b74b55c97dda1ffd84a6fcab3f7c6478b50f,0,0.214621931,0.15037185,1,0,0,N,N,N,N,N,N,N,N,8,36,0,0,53,6.625,154,19.25
88148584f213cc6a510b1f2d54d6b6dffe74c452,0,0.121213943,0.15037185,0,0,0,Y,N,N,N,N,N,N,N,36,70,18,4,469,11.725,495,12.375
97a529ad8eaee80e196eb362c4e45901a96ae23c,1,0.171004906,0.15037185,1,1,0,Y,N,Y,N,Y,N,Y,Y,2,80,38,0,8,4,23,11.5
c9b6c15d5de4d5ee326d7a870c2b2668f7909efa,1,0.207280606,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,3,51,0,0,14,4.666666667,63,21
90abfc6b04f1acf61e8a8b3413a90d2a12de68b8,0,0.216669887,0.15037185,1,0,0,Y,N,Y,N,Y,Y,Y,Y,4,134,8,0,2,0.5,13,3.25
8eea1ae574671a157ae2d215f18635a3c8985a06,0,0.111912355,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,2,16,0,0,5,2.5,22,11
609f01a1ddca64ec191cb15a4f6fb93d219c3336,1,0.073017545,0.15037185,0,0,1,N,N,Y,Y,Y,N,N,N,2,42,0,0,1,0.5,64,32
00a4f63f373af0b87c9c4ba8671720bb8324c80a,0,0.022756021,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,5,0,0,1,1,2,2
d7743bbdc3e992d9f9cceaeaa2919cd70b422364,0,0.207813457,0.15037185,1,0,0,Y,N,Y,N,Y,Y,N,Y,5,30,8,0,9,1.8,47,9.4
8cf394b896e3644ff51edf6a0d462501fb6e6843,0,0.163292408,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,2,19,0,0,8,4,23,11.5
35cb218adb9a370fa1013b6ef2593e9ef081461e,1,0.220790997,0.15037185,1,1,0,Y,N,Y,Y,Y,N,N,Y,4,30,0,0,37,9.25,68,17
95153e4e3eaa2738d532463a244ff923c73ec9ff,0,0.224923253,0.15037185,1,0,0,Y,N,Y,N,Y,Y,N,Y,6,58,0,0,42,7,86,14.33333333
19804bb5c5ad8ba10fbda1bf213f698d97c137e7,0,0.041162752,0.15037185,0,0,0,N,N,Y,Y,Y,Y,Y,N,1,25,0,0,0,0,44,44
dabbb1bfc567b06573b55a3e250cd3d5d98ade16,1,0.200076476,0.15037185,1,1,0,Y,N,Y,N,Y,N,N,N,5,50,0,0,6,1.2,80,16
b53ebc7a8a25478492d89c1c12b959f1ce94cdc2,1,0.247847527,0.15037185,1,1,0,Y,N,Y,N,Y,N,N,Y,4,151,0,0,6,1.5,32,8
495fd24fb0a776c207c36d437cb31e0d8807774a,0,0.234583363,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,5,23,0,0,8,1.6,84,16.8
520a5e2e5fa749cc3e505c6ae526171714cd6369,0,0.028837195,0.15037185,0,0,0,Y,N,N,N,N,N,N,N,1,32,0,0,0,0,14,14
c6ffd875df384313e7b22214b75e00f735c06338,0,0.184460253,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,5,78,8,0,7,1.4,2,0.4
396a0e42755af96d8b96d42ae1bcf4ae4604443d,0,0.079147488,0.15037185,0,0,0,Y,N,Y,N,Y,N,Y,Y,2,23,0,0,6,3,16,8
5fcf6ccd952f74d77f6735831c778d33dfcd6136,0,0.291606337,0.15037185,1,0,0,N,N,N,Y,Y,N,N,N,11,18,3,0,5,0.454545455,58,5.272727273
8cf8e7c968232fe999e4dfc20541be4ff96fcee1,0,0.029188802,0.15037185,0,0,0,N,N,Y,N,N,N,N,N,1,2,0,0,0,0,1,1
c09a14089a5ca7cd3093895ee0248876499a6d06,0,0.127011895,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,2,0,0,46,23,12,6
c4d3c1c0349392cb5032d0fb870515f6c9e8385d,0,0.154214561,0.15037185,1,0,0,N,N,Y,Y,Y,Y,N,N,3,15,0,0,64,21.33333333,28,9.333333333
60cb0911712ad11688b4d09e5c01ac39c49f5aea,0,0.215749979,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,4,98,14,0,22,5.5,69,17.25
1e210c7cc9d3d8dd6b3a72112dd8395cad4dc3a9,1,0.0348619,0.15037185,0,0,1,Y,N,N,Y,Y,Y,N,N,1,113,0,0,1,1,45,45
4f824cf4fb9b824a6cd2d037f52717ec8bc307b8,0,0.318652272,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,10,650,170,0,1,0.1,22,2.2
915f49de82065a2db474893ca1c69d22a8490af7,0,0.018306263,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,3,0,0,0,0,1,1
334bc84483781acd7fc4ed6ebdd6732679e49667,0,0.023530895,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,1,0,0,0,0,6,6
1cb1449eb6561b9ec879e1779d591421b5e44424,1,0.065306544,0.15037185,0,0,1,N,N,Y,N,Y,N,N,N,2,14,0,0,0,0,26,13
